live_id,species,user_id,user_name,gender,time,content,label
482719885,健康养生,666666,          梦梦:,未知,2025/4/26 22:43,都在听,0
482719885,健康养生,666666,不二甜猪:,未知,2025/4/26 22:43,怎么喝,1
482719885,健康养生,666666,小溪爱纱:,未知,2025/4/26 22:43,怎么没券,0
482719885,健康养生,666666,小梨涡不吃:,未知,2025/4/26 22:43,气血虚怎么调理,1
482719885,健康养生,666666,豆L豆:,未知,2025/4/26 22:43,"皮肤容易过敏发红,玫瑰痤疮,头发脸和耳朵容易油,经常加班熬夜,吃哪个呢?",1
482719885,健康养生,666666,悠悠:,未知,2025/4/26 22:43,已拍5307,1
482719885,健康养生,666666,茶爷:,未知,2025/4/26 22:43,逍遥膏与伏湿膏可以直接干吃么,1
482719885,健康养生,666666,          梦梦:,未知,2025/4/26 22:43,已拍3733,1
482719885,健康养生,666666,慢到有快感:,未知,2025/4/26 22:43,祛斑呢,1
482719885,健康养生,666666,是努力做得更好地木木子呀:,未知,2025/4/26 22:43,已拍5号1012已拍5号1012已拍5号1012已拍5号1012,1
482719885,健康养生,666666,NI_YURINA:,未知,2025/4/26 22:43,已拍1665,1
482719885,健康养生,666666,徐徐成长:,未知,2025/4/26 22:43,"肝脾不调,玄脉,湿热,有瘀点,买哪个",1
482719885,健康养生,666666,是努力做得更好地木木子呀:,未知,2025/4/26 22:43,已拍5号1012已拍5号1012,1
482719885,健康养生,666666,止攸:,未知,2025/4/26 22:43,已拍9368,1
482719885,健康养生,666666,仲夏之月0805×1005:,未知,2025/4/26 22:43,已拍2862,1
482719885,健康养生,666666,不瘦到80不改名:,未知,2025/4/26 22:43,已拍0867,1
482719885,健康养生,666666,长发喵喵:,未知,2025/4/26 22:43,"产后月经大半减少,补气血要吃什么",1
482719885,健康养生,666666,是努力做得更好地木木子呀:,未知,2025/4/26 22:43,已拍5号1012,1
482719885,健康养生,666666,Forest teallala品茗:,未知,2025/4/26 22:43,姨妈提前可以四物汤吗,1
482719885,健康养生,666666,瞎逛啊light:,未知,2025/4/26 22:43,葛根当早餐吃可以吗?,1
482719885,健康养生,666666,浙江昕雅织带:,未知,2025/4/26 22:43,已拍8555,1
482719885,健康养生,666666,小艾:,未知,2025/4/26 22:43,"看舌症是早晨前看比较准,还是早餐后比较准",1
482719885,健康养生,666666,搁浅:,未知,2025/4/26 22:43,"手脚冰凉,姨妈量少,面色发黄,头油",1
482719885,健康养生,666666,Eva方琼:,未知,2025/4/26 22:43,已拍8242,1
482719885,健康养生,666666,煜米:,未知,2025/4/26 22:43,我放弃,0
482719885,健康养生,666666,卷啊卷啊卷成球:,未知,2025/4/26 22:43,9号不能拍吗,1
482719885,健康养生,666666,慢到有快感:,未知,2025/4/26 22:43,已拍2295,1
